"text","spam"
"Subject: [ avfs ] romanian software production & export  to : avfs @ fazekas . hu  attn : marketing department  from : i . q . software - bucharest  ref . : romanian software production & export  our anti - spamming company policy :  never bother you again  to remove your e - mail address from the present  contact list just do not reply to this message .  if you receive this message by mistake and / or you are not interested  in the following brief presentation , please accept our apologies .  this is a world - wide promotion campaign . the selected e - mail addresses  are extracted only from the commercial websites of the targeted markets .  we would like to offer you for consideration our brief presentation .  we are looking for a marketplace in your country .  to communicate with us please reply using  the plain text format in the body of the message  > > > mentioning your specific inquiry / offering demand > > company name , address , phone  - man - power ;  - data - entry ;  - mapdrawing ;  - outsourcing .  * so that you would be able to have an idea of our skills  we present you some of our current projects :  the situs system ( informative of tribunals bureaus of supervision )  was realized for informative administration of activities typical  for tribunals and bureaus of supervision for ministry of justice - italy  ( microsoft visual basic 6 . 0 , database : oracle 8 . 0 ) .  the ice system foresaw the resigtering of the italian - romanian companies  on romanian territory . the application is constituted by a browser which  allows the navigation and provides some additional skills , advanced search  on varied criterious which are created in a dynamic way by the user  ( visualbasic 6 . 0 , database : access 97 ) .  museum - the main request from the museum was to handle ( multimedia )  documents in specific formats on different operating system and platforms  ( c + + , html , corba idl , orb : orbacus ) .  library ( national library of firenze ) - informatical system for managing  and labeling the ancient bibliographical materials  ( power builder , database : oracle ) .  interflora - communication and management system ; consists in some  applications and services which allows the communication between  the flowerist man from italy and international association of flowerists  ( visual basic 6 . 0 ) .  audit office - the realization of a porting which foresaw 16 bit controls  for substitution with 32 bit controls , introduction of new activex controls ,  substitution of formula 1 with native controls of visual basic 6 . 0 .  unico - the program foresaw the possibility of acquisition from images  of more than 60 models of unico and iva  ( fiscal declarations ) - ( delphi 4 . 0 . database : sql ) .  ministry of finance - fiscal documentation - the objective is  the easy access to the italian legislation and its consulting .  the application based on a client / server architecture , using a network  communication ( sockets ) for data exchange with the server ( visual c + + ) .  foreign ministry - economical application -  this application is conceived as a group of projects .  administration  balance - sheets  dispositions of payment  foreign expenses  synthetically dates  servers  ( visual basic 6 . 0 , database : sql server 7 . 0 )  sogei - the administration of the custom houses .  this application is created for the financial administration of the  peripherical offices at the customhouse ( java , html , database : oracle 8 . 0 ) .  iccrea - application of processing development of the  bank - procedures on mainframe ( cobol / cics / db 2 ) .  telecom - microfilm data acquisition .  registering numbers and subscribers .  anagrafica - acquisition from images of dates and personal information .  italian ministry of finance - data acquisition  from images of medical prescription .  iq register - acquisition of information from images  and optics archives of documentation .  * we had been offering for the entire veneto region ,  the following professional system engineers :  ambiente bull gcos 8 : systematical and special assistance  in interel rfm , sql , infoedge .  ambiente bull / reti : systematical and special assistance  of regional networks for datanet , l . a . n . , x . 25 ,  dsa , mainway transmission , telematical networks .  ambiente unix : 2 unix system operators with knowledge of gcos 6 .  * we have been offering for the meteorology institute of padova  the following professional system engineers :  ambiente digital / unix : systematical and special assistance  for dec vax / vms and unix systems with strong enough knowledge  of informix and c programming .  ambiente / decnet / windows : systematical and special assistance  for dec vax / vms and windows with knowledge in financial administration  of local networks , in financial administration and configuration of  communication systems ( router , bridge , gateway , etc ) and of products  of exchange data , in financial administration and configuration of  interface systems of internet .  therefore , to increase our presence to the international  market we took part in the inter - governmental program  between the united states and romania .  thus , we participated to the international meeting of both  romanian and american it companies on lst november 2001 due  to the kind initiative of both governments .  the reason of this program , of the meeting mentioned above and of the  initiatives that followed was to offer a new way for outsourcing ,  more convenient than the indian one to american software companies .  our company , already present on american market , is interested to be  a potential partner and one of most interested in cooperating with  american it companies .  our main interest is both on the american and european market .  our managing staff after visiting italy managed to establish relations  with this country for our curent projects .  on the other side a marketing tour has already been established  in the usa in the month of may for any possible projects .  that is why we might be able to directly discuss with you any new project .  we ' d appreciate your feed - back containing detailed contact coordinates :  company name , address , phone and fax numbers , contact person , web - site .  our area of interest : software production export  we wish to express our availability to work under the client ' s brand .  please don ' t hesitate to send us your specific inquiry / offering demand .  we ' ll be happy to provide you the lowest prices in the field .  thanking you for your time and looking forward to your reply ,  we wish you all the best .  i . q . software staff  avfs mailing list  avfs @ csibe . fazekas . hu ",1
"Subject: books about thailand  hello  planning a trip to thailand ?  like to eat thai food ?  need to learn thai ?  check out our recommendations at http : / / www . thaibooks . ch !  new : we are featuring novels too . ",1
"Subject: this is where it all begins  no where else will you find the level of accuracy , detail and convenience .  act now ! you ' ll receive unlimited access to our world famous psychics with no per minute charges ! ! !  but ' s that ' s not all . . . you also get unlimited tarot and rune readings , real - time biorhythm charts , full in - depth numerology reports , detailed daily monthly horoscopes , real - time natal charts , a love analyzer , ouija board , and much , much more !  your future is waiting click here ! ! !  live psychics 24 / 7  numerology  horoscopes  astrology  the tarot  biorhythms  i ching  runes  and so much more !  this email is not sent unsolicited . you are opted in with cnn - si . you are receiving it because you requested receive this email by opting - in with our marketing partner . you will receive notices of exciting offers , products , and other options ! however , we are committed to only sending to those people that desire these offers . if you do not wish to receive such offers  click here . or paste the following into any browser : http : / / 65 . 162 . 84 . 5 / perl / unsubscribe . pl ? s = to remove your email name from our list . you may contact our company by mail at 1323 s . e . 17 th street , suite number 345 , ft . lauderdale , fl 33316 ",1
"Subject: re : account information  email advertise to 28 , 000 , 000 people for free  act now before 6 pm pst on tuesday , may 28 th  and receive a free $ 899 . 00 bonus  1 ) let ' s say you . . . sell a $ 24 . 95 product or service .  2 ) let ' s say you . . . broadcast email free to 500 , 000 people daily .  3 ) let ' s say you . . . receive just 1 order for every 2 , 500 emails .  calculation of your earnings based on the above statistics :  [ day 1 ] : $ 4 , 990 [ week 1 ] : $ 34 , 930 [ month 1 ] : $ 139 , 720  - - - - - - - - - - - - - - - -  you now know why you receive so many email advertisements . . .  = = = > broadcast email advertising is extremely profitable !  1 ) what if you . . . sell a $ 99 . 95 product or service ?  2 ) what if you . . . broadcast email to 30 , 000 , 000 + people monthly ?  3 ) what if you . . . receive 1 order for every 250 emails ?  just imagine = > day 30 ! = = > week 30 ! ! = = = > month 30 ! ! !  = = > the profits that broadcast email can generate are amazing ! !  * * according to forrester research , a broadcast email ad is up  * * to 15 times more likely to result in a sale than a banner ad !  - - - - - - - - - - - - - - - -  [ comparison of internet advertising methods ] :  = > a 1 / 20 page targeted web site banner ad to 5 million people  on the internet can cost you about $ 100 , 000 .  = > a 5 page targeted direct mail advertisement to 1 million people  through the postal service can cost you about $ 500 , 000 .  = > a 50 page targeted html broadcast email advertisement with  pictures to 50 , 000 , 000 people through the internet is free .  . . . which advertising method sounds most appealing to you ?  "" targeted direct email advertising is the wave of the future .  by no other means can you effectively reach your market so  quickly and inexpensively . "" - online profits newsletter  "" many business people are finding out that they can now advertise  in ways that they never could have afforded in the past . the  cost of sending mass e - mail is extremely low , and the response  rate is high and quick . "" - usa today  - - - - - - - - - - -  [ example of a personalized / targeted broadcast email ] :  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : kate @ cattiesinc . com  to : mary @ commtomm . com  subject : about your cat !  hi mary ,  are you interested in receiving up to 80 % savings on cat supplies ?  if so , come visit our web site at : http : / / www . cattiesinc . com  = > with broadcast email software , a broadcast email advertisement  = > like this one can be automatically sent to up to 1 , 000 , 000  = > people on a daily basis with less than 2 minutes of your time !  * imt strategies reports an average of a 16 . 4 % click through rate  from users that have received a broadcast email advertisement !  - - - - - - - - - - - - - - - -  a european 2001 benchmark study  conducted by forrester research says :  1 ) 41 % of consumers believe email is a good way to find out about  new products .  2 ) 36 % of consumers in 13 countries read most of the promotional  email they receive and 9 % forward the email to a friend because  they think it is valuable .  - - - - - - - - - - -  be prepared ! you may receive a huge amount of orders within  minutes of sending out your first broadcast email advertisement !  * according to digital impact , 85 % of broadcast email offers are  responded to within the first 48 hours !  "" when you reach people with e - mail , they ' re in a work mode , even  if they ' re not at work . they ' re sitting up , they ' re alert . you  catch them at a good moment , and if you do it right , you have a  really good shot of having them respond . ""  - william thames [ revnet direct marketing vp ]  - - - - - - - - - - -  * an arthur anderson online panel reveals that 85 % of online users  say that broadcast email advertisements have led to a purchase ! ""  "" according to flonetwork , us consumers discover new products and  services 7 + times more often through an email advertisement ,  than through search engines , magazines and television combined ! ""  only a handful of companies on the internet have discovered  broadcast email advertising . . . = > now you can be one of them ! !  - - - - - - - - - - -  = > united messaging says there are 890 + million email addresses !  = > get ready ! now with broadcast email , you can reach them all  = > thanks to our broadcast email software !  our broadcast email software with dns technology automatically  creates 10 super - fast mail servers on your computer which are  then used to send out your broadcast emails to millions for free !  = = > with our new email sending technology . . .  = = > your internet provider ' s mail servers are not used !  there are no federal regulations or laws on email advertising &  now with our software = > you can avoid internet provider concerns !  = > if you send a broadcast email advertisement to 50 , 000 , 000  = > people and just 1 of 5 , 000 people respond , you can generate  = > 10 , 000 extra orders ! how much extra profit is this for you ?  - - - - - - - - - - - - - - - - - - - - - -  as featured in : "" the boston globe "" ( 05 / 29 / 98 ) ,  "" the press democrat "" ( 01 / 08 / 99 ) , "" anvil media "" ( 01 / 29 / 98 ) :  [ nim corporation presents ] : the broadcast email package  requirements : win 95 / 98 / 2000 / me / nt / xp or mac softwindows / virtualpc  [ broadcast email sender software ] ( $ 479 . 00 retail ) :  our broadcast email sender software allows you the ability to  send out unlimited , personalized and targeted broadcast email  advertisements to over 500 , 000 , 000 people on the internet at  the rate of up to 1 , 000 , 000 daily , automatically and for free !  have a list of your customer email addresses ? broadcast email  advertise to them with our software for free !  [ targeted email extractor software ] ( $ 299 . 00 retail ) :  our targeted email extractor software will automatically  navigate through the top 8 search engines , 50 , 000 + newsgroups ,  millions of web sites , deja news , etc . . and collect millions  of targeted email addresses by using the keywords of your  choice ! this is the ultimate extractor tool !  [ 15 , 000 , 000 + email addresses ] ( $ 495 . 00 retail ) :  millions of the newest & freshest general interest and  regionally targeted email addresses separated by area code ,  state , province , and country ! from alabama to wyoming ,  argentina to zimbabwe ! 15 , 000 , 000 + fresh emails are yours !  [ step by step broadcast email package instructions ] :  you will be guided through the entire process of installing  and using our broadcast email software to send out broadcast  email advertisements , like this one , to millions of people for  free ! even if you have never used a computer before , these  instructions make sending broadcast email as easy as 1 - 2 - 3 !  [ the broadcast email handbook ] :  the broadcast email handbook will describe to you in detail ,  everything you ever wanted to know about broadcast email !  learn how to write a successful advertisement , how to manage  the hundreds of new orders you could start receiving , what  sells best via broadcast email , etc . . . this handbook is a  necessity for anyone involved in broadcast email !  [ unlimited customer & technical support ] :  if you ever have any questions , problems or concerns with  anything related to broadcast email , we include unlimited  customer & technical support to assist you ! our # 1 goal  is customer satisfaction !  [ additional information ] :  our broadcast email software package contains so many  features , that it would take five additional pages just to  list them all ! duplicate removing , automatic personalization ,  and free upgrades are just a few of the additional bonuses  included with our broadcast email software package !  - - - - - - - - - - - - - - - - - - - - - -  all together our broadcast email package contains everything  you will ever need for your entire broadcast email campaign !  you will receive the entire broadcast email package with  everything listed above ( $ 1 , 250 . 00 + retail ) for only $ 499 . 00 us !  but wait ! ! if you order by tuesday , may 28 th , you will  receive the broadcast email package for only $ 295 . 00 us ! !  order now and receive [ 13 , 000 , 000 bonus emails ] ( $ 899 value )  for free for a total of 28 , 000 , 000 fresh email addresses ! !  regardless , if you send to 1 , 000 or 100 , 000 , 000 people . . .  you will never encounter any additional charges ever again !  our broadcast email software sends email for a lifetime for free !  - - - - - - - - - - - - - - - -  since 1997 , we have been the broadcast email marketing authority .  our # 1 goal is to see you succeed with broadcast email advertising .  we are so confident about our broadcast email package , that we are  giving you 30 days to use our entire package for free !  = = > you can send unlimited broadcast email advertisements !  = = > you can extract unlimited targeted email addresses !  = = > you can receive unlimited orders !  if you do not receive at least a 300 % increase in sales or are not  100 % completely satisfied with each and every single aspect of our  broadcast email package , simply return it to us within 30 days for  a 100 % full refund , no questions asked ! !  best of all , if you decide to keep our broadcast email package , it  can be used as a 100 % tax write off for your business !  - - - - - - - - - - -  see what users of our broadcast email package have to say . . .  "" since using your program , i have made as much in two days as i  had in the previous two weeks ! ! ! ! ! i have to say thank you for  this program - you have turned a hobby into a serious money  making concern . ""  = w . rogers - chicago , il  "" we have used the software to send to all our members plus about  100 , 000 off the disk you sent with the software and the response  we have had is just fantastic ! ! our visits and sales are nearly  at an all time high ! ""  = a . freeman - england , uk  "" i have received over 1200 visitors today and that was only  sending out to 10 , 000 email addresses ! ""  = k . swift - gunnison , co  "" i ' m a happy customer of a few years now . thanks a lot . . . . i love  this program . . ""  = s . gallagher - melville , ny  "" thanks for your prompt filing of my order for your broadcast email  software - - it took only about a day . this is faster than anybody  i have ever ordered something from ! thanks again ! ""  = w . ingersoll - scottsdale , az  "" i feel very good about referring the folks i have sent to you  thus far and will continue to do so . it is rare to find a company  that does business this way anymore . . . it is greatly appreciated . ""  = t . blake - phoenix , az  "" your software is a wonderful tool ! a + + + + ""  = s . nova - los angeles , ca  "" thank you for providing such a fantastic product . ""  = m . lopez - tucson , az  "" your tech support is the best i have ever seen ! ""  = g . gonzalez - malibu , ca  "" i am truly impressed with the level of service . i must admit i  was a bit skeptical when reading your ad but you certainly deliver ! ""  = i . beaudoin - toronto , on  "" my first go round gave me $ 3000 to $ 4000 in business in less than  one week so i must thank your company for getting me started . ""  = a . roberts - san francisco , ca  "" we are really happy with your email program . it has increased  our business by about 500 % . ""  = m . jones - vancouver , bc  "" it really works ! ! ! ! ! thank you thank you , thank you . ""  = j . beckley - cupertino , ca  - - - - - - - - - - - - - - - -  [ sound too good to be true ? ]  * * if you broadcast email to 500 , 000 internet users daily . . .  * * do you think that maybe 1 of 5 , 000 may order ?  = > if so . . . that is 100 extra ( cost - free ) orders every day ! !  remember . . you have 30 days to use our broadcast email package  for free and see if it works for you !  if you are not 100 % completely satisfied , simply return the  broadcast email package to us within 30 days for a full refund !  - - - - - - -  [ broadcast email software package ] : easy ordering instructions  = > once your order is received we will immediately rush out the  = > broadcast email package on cd - rom to you via fedex priority  = > overnight or 2 - day priority international the same day free !  - - - - - - - - - - - - - - - - - - - - - - - - - - - - -  [ to order by phone ] :  to order our broadcast email software package by phone with  a credit card or if you have any additional questions , please  call our sales department in the usa at :  = > ( 541 ) 665 - 0400  * * you can order now ! all major credit cards are accepted !  order by 3 pm pst ( m - th ) today - > have it by 10 am tomorrow free !  european & foreign residents - > have it within 2 weekdays free !  removal from our email list = > call ( 206 ) 208 - 4589  - - - - - - - - - - - - - - - - - - - - - - - - - - - - -  [ to order by fax ] :  to order our broadcast email software package by fax with a credit  card , please print out the order form at the bottom of this email  and complete all necessary blanks . then , fax the completed order  form to our order department in the usa at :  = > ( 503 ) 213 - 6416  - - - - - - - - - - - - - - - - - - - - - - - - - - - - -  [ to order by postal mail ] :  to order our broadcast email software package with a cashiers  check , credit card , us money order , us personal check , or us bank  draft by postal mail , please print out the order form at the  bottom of this email and complete all necessary blanks .  send it along with payment of $ 295 . 00 us postmarked by tuesday ,  may 28 th , or $ 499 . 00 us after tuesday , may 28 th to :  nim corporation  1314 - b center drive # 514  medford , or 97501  united states of america  - - - - - - - - - - - - - - - -  "" over 20 , 000 businesses come on the internet every single day . . .  if you don ' t send out broadcast email . . . your competition will ! ""  - - - - - - - - - - - - - - - - - - - - - - - - - - - - -  [ broadcast email software package ] : order form  ( c ) 1997 - 2002 nim corporation . all rights reserved  company name : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  your name : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  billing address : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  city : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ state / province : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  zip / postal code : _ _ _ _ _ _ _ _ _ _ country : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  non pobox shipping address : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  city : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ state / province : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  zip / postal code : _ _ _ _ _ _ _ _ _ _ country : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  phone number : _ _ _ _ _ _ _ _ _ _ _ _ _ _ fax number : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  email address : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  * * to purchase by credit card , please complete the following :  visa [ ] mastercard [ ] amex [ ] discover [ ] diners club [ ]  name on credit card : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  cc number : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ exp . date : _ _ _ _ _ _ _ _ _  amount to charge credit card ( $ 295 . 00 or $ 499 . 00 ) : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  signature : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ ",1
"Subject: wearing ro , lex is stylish . wearing our ro , lex is smart and stylish .  don ' t bburn yourself just to gget one brand name watch . pop into our  cyberspace for top brands like ro , lex , cart . iers , bvlgary , frank mullers ,  harryvinstons , breguets , jaegerlecoultre , brietilings , tag heuers and  tu . dors .  do you luv outdoor activities ? see our stainless steel range that are  waterproof .  http : / / 3 w . sthh . enjoybestones . com / i 5 h /  - - - - - original message - - - - -  from : ross @ ckq . com [ mailto : harrison @ olce . com ]  sent : thursday , march 5 , 2005 2 : 37 pm  to : lupe ; dion @ ker . com ; jeramy ; barrett ; norbert  subject : prefer ro , lex or omegas or cart . iers ? explore our cyberwatch  galore .  these brilliant watches will draw all the attention . and their lowprices  will attract all .  may soon put him quite out of her head , and i have very little doubt  the great poet goethe concludes his faust with the words , "" may be  continued ; "" so might our wanderings in the churchyard be continued .  the visit passed off altogether in high good humour . mary was",1
"Subject: trading for a living ( all you should know about forex )  - - - -  this sf . net email is sponsored by : jabber - the world ' s fastest growing  real - time communications platform ! don ' t just im . build it in !  http : / / www . jabber . com / osdn / xim  spamassassin - sightings mailing list ",1
"Subject: judicial judgements child support  very substantial profit processing money judgments .  from a cruise ship .  be on top .  control when you want to take time off .  current associates earning 5 , 000 us to 12 , 000 us per / mo .  impressive training and support .  detailed information or to un - subscribe or to see our address .  testimonial from dave f . , in nebraska ; first of all , i want to tell you  that i am going to be my own first customer . i won a judgment against a man ,  but he closed his shop , took my property and disappeared . thanks to the  information you gave me , i found him three days after receiving your  training manual . i will use the knowledge gained from you to collect what he  owes me . thank you again . as far as i ' m concerned , your training course has  more than paid for itself already .  silently he stole to the foot of the attic stairs and then paused to  listen . the house seemed very quiet , but he could hear his mother ' s voice  softly humming a cradle - song that she had sung to him when he was a baby  he had been nervous and unsettled and a little fearful until then , but  perhaps the sound of his mother ' s voice gave him courage , for he boldly  ascended the stairs and entered the workshop , closing and locking the door  behind him",1
"Subject: custom logos and identities from us  thinking of breathing new life into your business ?  start from revamping its front - endlogo and  visualidentity .  we offer creative custom desiqn of logos ,  stationery and web - sites . under our carefui hand thesepowerfui marketing  tools wili brinq a breath of fresh air into your business and make you stand out  amongthe competitors .  you are just a ciick  away from your future success . click here to see the sampies of our artwork ,  checkour prices and hot offers .  _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1
"Subject: bigger , fuller breasts naturally in just weeks ! uqouq  for women ages 13 to 60 plus . . . .  as seen on tv . . . .  safely make your breasts  bigger and fuller  in the privacy of your own home .  guaranteed quick results  click here for full report  mcskjfirglkckubuvfiwwp  - - - -  this sf . net email is sponsored by : jabber - the world ' s fastest growing  real - time communications platform ! don ' t just im . build it in !  http : / / www . jabber . com / osdn / xim  spamassassin - sightings mailing list ",1
"Subject: new medz  how t cornel o save on your medlcations over 70 % .  pharmsho enginehouse p - successfull and proven way to save vulnerary your mo homogeneous ney .  vaccination v  a heliograph g  a sullen l  l stationary u  disparate l  r casuistical a reservoir cl  i evacuate sva acclivity l  pearlbarley m  andmanyother .  best prlces neighbouring .  world cockadoodledoo wide shlpplng .  easy order fo tentative rm .  total confidentiaiity peaceloving .  250 , 000 satisfied selfoffence customers .  order today and carrier save !",1
"Subject: investment offer from joseph otisa  investment offer from joseph otisa  compliments of the season , my name is mr . joseph otisa , the branch manager  of allstates trust bank of nigeria plc lagos state branch .  i am writing in respect of a foreign customer of my bank ( mr . wahab daniel )  with account number ats 1022002 - 109 who perished with his family in an  auto crash in abuja expresway , in nigeria , on the 30 th of november 2000 .  since the demise of mr . daniel , i personally have watched with keen  interest to see the next of kin but all has proved abortive as no one has  come to claim his funds of usd 23 m , twenty - three million , united states  dollars ] has been with our bank here for a very long time , which has  accumulated some interest . on this note i decided to seek for you , your  name shall be used as the next of kin , as no one has come up to put claim  as the next of kin to this funds and the banking ethics here does not  allow such money to stay more than five years , becuase after five years  the money will be called back to the bank treasury as unclaimed bill . .  i am convinced in my mind that your name could be used as the next of kin  to this claim . the request of the foreigner as a next of kin in this  business is occasioned by the fact that the customer was foreigner and a  nigerian cannot stand as the next of kin to a foreigner .  i have agreed to share this money with you in the mutual understanding of  70 % / 30 % . you keep 30 % while i keep 70 % , thereafter i will visit your  country , for disbursement as i am almost due for retirement . therefore to  endeavour the immediate transfer of this funds to your account , you have  to apply first to the bank as the next of kin to the deceased indicating  by sending an application and location where the money will be remitted .  i will not fail to bring to your notice that this business is hitch free  and that you should not entertain any fear as the whole required  arrangement as been perfected for the transfer .  i want to make you this offer , ( joeoti 7 @ box . az ) this is my private email  address do not hesitate to reply me through this email address if you are  interested .  kind regards .  the people ' s choice chat directory . . . only the best , most informative and interesting chatrooms listed . chat , personals , free email and more ! http : / / www . chatterhead . net",1
"Subject: attn :  i presume this mail will not be a surprise to you .  i am an accountant with the ministry of mineral  resources and energy in south africa and also a member  of contracts awarding committee of this ministry under  south africa government .  many years ago , south africa government asked this  committee to awards contracts to foreign firms , which  i and 2 of my partners are the leader of this  committee , with our good position , this contracrs  was over invoiced to the tune of us $ 25 , 600 , 000 : 00 as a  deal to be benefit by the three top member of this  committee .  now the contracts value has been paid off to the  actual contractors that executed this jobs , all we  want now is a trusted foreign partner like you that we  shall front with his banking account number to claim  the over inflated sum .  upon our agreemeent to carry on this transaction with  you , the said fund will be share as follows .  75 % will be for us in south africa .  20 % for using your account and other contribution  that might reqiured from you .  5 % is set aside for the up front expences that  will be encounter by both party to get all necessary  documents and formarlities that will justify you as  the rightful owner of this fund .  if you are interested in this transaction , kindly  reply this massege with all your phone and fax  numbers , to enable us furnish you with details and  procedures of this transaction .  god bless you  yours faithfully .  joseph edward .",1
"Subject: minimize your phone expenses  unlimited web conferencing  subscribe to the web conference center for only $ 40 . 00 per month !  ( connects up to 15 participants at a time plus audio charges )  manage your meetings virtually on line  application sharing  multi - platform compatible ( no software needed )  call anytime , from anywhere , to anywhere  unlimited usage for up to 15 participants ( larger groups availabale )  lowest rate $ . 18 cents per minunte for audio ( toll charges included )  quality , easy to use service  numerous interactive features  free demo  eliminate or reduce travel expense  try this on for savings . . .  and turn those unnecessary trips into problem solving and fact finding conferences ,  saving time and wear and tear on your overworked business staff .  to find out more about this revolutionary concept ,  fill out the form below .  required input field *  name *  web  address  company  name *  state *  business  phone *  home  phone  email  address *  all information given herein is strictly confidential and will not be re - distributed  for any reason other than for the specific use intended .  to be removed from our distribution lists , please  click  here . .",1
"Subject: none  hello ,  this is a one time mailing .  we are looking for people who might be interested in  working p / t from home . this position involves working  10 - 15 hours per week . you can expect to make $ 15 - $ 25  per hour worked . to see a job description , you may go to  have a great day !  - - - -  this sf . net email is sponsored by : jabber - the world ' s fastest growing  real - time communications platform ! don ' t just im . build it in !  http : / / www . jabber . com / osdn / xim  spamassassin - sightings mailing list ",1
"Subject: great news . youve been pre - approved for a new . .  we tried to contact you last week about refinancing your home at a lower rate .  i would like to inform you know that you have been pre - approved .  here are the results :  * account id : [ 708 - 107 ]  * negotiable amount : $ 192 , 483 to $ 678 , 843  * rate : 3 . 30 % - 5 . 66 %  please fill out this quick form and we will have a broker contact you as soon as possible .  regards ,  stephen britton  senior account manager  lyell national lenders , llc .  database deletion :  www . lend - bloxz . com / r . php ",1
"Subject: naturally irresistible your corporate identity  lt is really hard to recollect a company : the  market is full of sugqestions and the information isoverwheiminq ; but a good  catchy logo , stylish statlonery and outstanding webslte  wiil make the task much easier .  we do not promise that havinq ordered a loqo your  company wiil automaticaliy become a world ieader : it isquite ciear that  without good products , effective business organization and practicable aim it  will be hotat nowadays market ; but we do promise that your marketing efforts  will become much more effective . here is the list of clear  benefits : creativeness : hand - made , original logos , specially done  to reflect your distinctive company image . convenience : logo and stationery  are provided in all formats ; easy - to - use content management system letsyou  change your website content and even its structure . promptness : you  will see logo drafts within three business days . affordability : your  marketing break - through shouldn ' t make gaps in your budget . 100 % satisfaction  guaranteed : we provide unlimited amount of changes with no extra fees for you to  be surethat you will love the result of this collaboration . have a look at our  portfolio _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1
"Subject: viagra is it the right medication for you !  welcome to the beginning of your sexual life using viagra !  money can ' t buy you happiness , but poverty can ' t buy you anything .  we ' ll either hang together or we ' ll hang separately .  to him that you tell your secret you resign your liberty .  unlike human beings , computers possess the truly profound stupidity of the inanimate .",1
"Subject: limited access to sensitive paypal account features  as part of our security measures , we regularly  screen activity in thepaypal system . we recently noticed the following issue  on your account : we would like to ensure that your account was not  accessed by anunauthorized third party . because protecting the security of  your account is our primary concern , we have limited access to sensitive  paypal account features . we know that this may be an inconvenience but  pleaseunderstand that this temporary limitation is for your  protection . case id number : pp - 072 - 838 - 482  to review your account and some or all of the information that paypal used to make its  decision to limit your account access , please visit the  resolution center or copy this link and paste it in the internet explorer bar http : / / www . paypal . com . if after reviewing your account information , you seek further clarification  regarding your account access , please contact paypal by visiting the help center and clicking "" contact us "" . we thank you for your prompt attention to  this matter . please understand that this is a security measure intended to  help you and protect your account . we apologize for any  inconvenience . sincerely , paypal account review  departmentpaypal email id pp 522 ",1
